num,t,x,y,z,qx,qy,qz,qw
10,1666283341.593313932,42.920654943614338,446.734205518425142,14.642111081922717,-0.314168197218750,0.948858215049201,-0.021171920985408,-0.022763597074101
11,1666283341.693433046,42.920831977621752,446.727686014921005,14.642536556192038,-0.313900702966722,0.948964639698613,-0.019578084807757,-0.023434160406136
12,1666283341.792761564,42.921528429163217,446.724549784490250,14.642588826695370,-0.313672680925932,0.949045916224345,-0.020152880340638,-0.022697126527535
13,1666283341.892234325,42.922011545653710,446.723226349381036,14.642264174811881,-0.314155247775449,0.948927410027982,-0.018556443195972,-0.022336275621678
14,1666283341.992698193,42.922315380844289,446.723522348145366,14.641490104434933,-0.314481823866220,0.948852794438307,-0.017745436999482,-0.021555890380329
15,1666283342.092425346,42.922439911395323,446.724212569916631,14.640651218146198,-0.313844720492501,0.949068162074990,-0.018919720677366,-0.020326320967541
16,1666283342.192045689,42.922150663356582,446.723992954654534,14.640118987739090,-0.313616118361700,0.949167901418320,-0.018047679314280,-0.019987658498452
17,1666283342.291971207,42.921553606623633,446.723055710658684,14.640028431229331,-0.314306047336987,0.948946850420327,-0.018801392228522,-0.018923301377155
18,1666283342.392199278,42.921234872099447,446.721370420081143,14.640337545596717,-0.313962359467661,0.949067158254932,-0.018624386549252,-0.018769608015920
19,1666283342.492026806,42.921003324493761,446.719455845315565,14.640796788870539,-0.313356285370693,0.949306656061646,-0.016797330280204,-0.018508400017155
20,1666283342.592184067,42.919889362579781,446.718030762373132,14.640756526183543,-0.313942191089333,0.949127560194648,-0.015740941487069,-0.018692188049662
21,1666283342.692759514,42.917481581836476,446.717314008488415,14.640279223706173,-0.314557850329414,0.948925353504398,-0.017193226851570,-0.017274988368223
22,1666283342.796071053,42.914536459999304,446.717076791600846,14.639567637040978,-0.314361983893635,0.949021228703340,-0.014942284032106,-0.017662918806491
23,1666283342.895728827,42.912387930887128,446.717337459065050,14.638463931669886,-0.313280412332318,0.949387702491908,-0.014849244257523,-0.017259013616344
24,1666283342.998179913,42.911190449849101,446.717119947048332,14.637542590298503,-0.314511609205119,0.948974598537048,-0.015356202179567,-0.017141938667340
25,1666283343.098315954,42.911319990565133,446.715710654679128,14.636838348964304,-0.314617459363741,0.948913014387352,-0.016611783448623,-0.017435424872085
26,1666283343.198833942,42.910997180271046,446.713597056440790,14.636525920730961,-0.314829552904963,0.948855646683660,-0.016569123309216,-0.016756447325111
27,1666283343.298392534,42.909730028747163,446.711799052515062,14.636596658658538,-0.313975765450551,0.949155189878060,-0.016102882300924,-0.016258579854537
28,1666283343.399241447,42.908440840746550,446.711040521391510,14.637042414016669,-0.314940587988717,0.948875620802736,-0.014761254521383,-0.015152149962935
29,1666283343.499251366,42.907457532986427,446.711191068938149,14.637599976546117,-0.314801160605981,0.948924681348334,-0.015219121115096,-0.014510574129736
30,1666283343.598348856,42.906446622967870,446.711550507119512,14.638017928320627,-0.314177875421762,0.949132961978187,-0.015958959797366,-0.013571834222635
31,1666283343.701054335,42.905642189680194,446.711334129808961,14.638243317574707,-0.314373035444272,0.949083060930221,-0.015181380494917,-0.013433678838870
32,1666283343.789576292,42.905031738949305,446.710409036996055,14.638272276809454,-0.314081423729878,0.949180570935109,-0.015469251795567,-0.013030935346267
33,1666283343.888895512,42.904193291733989,446.709066774482608,14.638096084495091,-0.314767985012852,0.948953797563691,-0.015023740005373,-0.013494181584994
34,1666283343.989320993,42.903463480198688,446.707745334428125,14.637737267258542,-0.314921007215849,0.948888557475352,-0.016253105449487,-0.013080568403145
35,1666283344.089665413,42.902487537987092,446.706415244144750,14.637596889278671,-0.314763007692376,0.948942658608281,-0.016228610494535,-0.012988913092058
36,1666283344.189218044,42.901332472700531,446.705043404198648,14.637456519677242,-0.315075966726727,0.948867703485495,-0.014205698833176,-0.013244417467115
37,1666283344.289167166,42.900817185579513,446.704353007641430,14.637104195779074,-0.315223768575499,0.948784012906829,-0.017720183806343,-0.011351989400307
38,1666283344.389617920,42.901143612095417,446.705100202285394,14.636453258767789,-0.314988532912360,0.948886409389230,-0.016294111247134,-0.011458976778042
39,1666283344.488911867,42.901859236330679,446.706850215183863,14.635761628974446,-0.315175730902932,0.948847119768630,-0.014630214782547,-0.011805031638822
40,1666283344.588481188,42.902345173008683,446.707886919344276,14.635393748993227,-0.315472074796652,0.948764824819965,-0.014216818120517,-0.010979949470022
41,1666283344.688393593,42.901910224783677,446.707168243464992,14.635136497058298,-0.314958559882457,0.948918084520347,-0.015497958883166,-0.010741866572471
42,1666283344.788386583,42.900551968523622,446.705132236138923,14.634965198057410,-0.314911118541591,0.948949785825236,-0.015044926557915,-0.009946938523492
43,1666283344.888362646,42.899315947811218,446.702411373515076,14.635101277334181,-0.314697325876092,0.949047447644853,-0.013103455335133,-0.010140742749256
44,1666283344.988885641,42.898433267129960,446.699561105138457,14.635919017056700,-0.314581199972881,0.949086847451919,-0.013306807960938,-0.009785370677259
45,1666283345.088380098,42.897798394309049,446.697280812521001,14.637004360885404,-0.314354286269088,0.949171497707525,-0.012848084016815,-0.009475092664641
46,1666283345.189357519,42.896598142827294,446.695850263857153,14.637746312892343,-0.314025679398322,0.949261724829277,-0.014184854694569,-0.009425515893742
47,1666283345.288584709,42.894750916961101,446.695313831094438,14.638133322270635,-0.314008622601067,0.949278756525218,-0.013805756326426,-0.008822042528324
48,1666283345.388478756,42.892738407944066,446.695192765687807,14.638195693968633,-0.313054257941565,0.949612199388051,-0.011918052680340,-0.009574047125040
49,1666283345.489804268,42.890850492783656,446.694833139079208,14.637593575534527,-0.312506936707024,0.949759239289134,-0.015366899499250,-0.007788471910341
50,1666283345.588768721,42.889542560892053,446.694186214687250,14.636722259935368,-0.311879392902137,0.949994780663350,-0.013797916465597,-0.007125903212689
51,1666283345.689250231,42.889186984649207,446.693560237620375,14.635737694869739,-0.308265654782983,0.951178505185078,-0.013135570372287,-0.007693773202689
52,1666283345.788799047,42.889125442584685,446.693257192567273,14.635091002681314,-0.309086461198846,0.950919527132823,-0.012705752090514,-0.007495084047388
