num,t,x,y,z,qx,qy,qz,qw
13,1669820620.313185692,71.448959129671692,63.543970596826554,38.377378463407858,0.895695625223854,-0.441765897036380,-0.027037755326568,-0.042909194322349
14,1669820620.412351608,71.448916655873788,63.540191649209291,38.377126102484233,0.896153170532681,-0.440532115208191,-0.027676645087216,-0.045551660026139
15,1669820620.513682365,71.449674287991613,63.536828214390290,38.377000087876034,0.896850809445987,-0.438924513910301,-0.027653517279677,-0.047319971119459
16,1669820620.612886190,71.451133426354559,63.534228412685607,38.377251986024561,0.896974643021925,-0.438502233056679,-0.029236688588947,-0.047932216935478
17,1669820620.716949463,71.451734506202385,63.532342705353379,38.377547680398067,0.897016218182698,-0.438301535821128,-0.029935854601881,-0.048554223537267
18,1669820620.818458080,71.451128711336239,63.531306180563647,38.377588427495667,0.896949259298622,-0.438401813389231,-0.029762826740707,-0.048990309297765
19,1669820620.920941114,71.449806282882506,63.531644988520839,38.377489662447353,0.897114598338559,-0.438234131989809,-0.030182072796810,-0.047172931737094
20,1669820621.009855747,71.448268317241926,63.533196647115197,38.377515727106250,0.896837922553866,-0.438634361985445,-0.029781728674278,-0.048935526890586
21,1669820621.108918428,71.445865778681224,63.535688680942705,38.377862656174109,0.896684941231330,-0.438982664019180,-0.029714991544633,-0.048655484141992
22,1669820621.209434271,71.442914508901595,63.538551493798785,38.378972263412763,0.896594279339162,-0.439425054368653,-0.028330474338376,-0.047134955957960
23,1669820621.308838844,71.439803513892173,63.541322172495441,38.380657759953429,0.896754761961873,-0.439254412452076,-0.027212654742615,-0.046324177941378
24,1669820621.408497572,71.436706634406491,63.543426433875361,38.382686729918788,0.897125467031645,-0.438756276820051,-0.025118379916543,-0.045032132357099
25,1669820621.509001017,71.433938259380540,63.544704086548563,38.384503204069809,0.897322455250562,-0.438483091525029,-0.023935077684552,-0.044408352885372
26,1669820621.608096600,71.431858635446375,63.545257186410410,38.386299029376893,0.897357159978831,-0.438530194960249,-0.023658305197326,-0.043378337197764
27,1669820621.708720207,71.429904315666946,63.545699550132817,38.388135407608786,0.897427871765976,-0.438511779606982,-0.023391508592832,-0.042231166799639
28,1669820621.808614731,71.427577098859160,63.546313217397021,38.389159344807183,0.897423921911575,-0.438548521071586,-0.021950387788509,-0.042704560912229
29,1669820621.909534693,71.426129896460765,63.546690782819311,38.388993236832206,0.897390339628055,-0.438663100779052,-0.021160672011703,-0.042632010475272
30,1669820622.008911133,71.426492906281865,63.546499919089356,38.387314760192851,0.897176674138087,-0.439060759517373,-0.021811095080092,-0.042707621871932
31,1669820622.108576536,71.427829658119393,63.546258340998556,38.384993114021327,0.897094232376727,-0.439258237940575,-0.023080410484476,-0.041730483937058
32,1669820622.209338188,71.428714424250245,63.546575938520313,38.382958031504060,0.897270815593658,-0.438940269165912,-0.022922149654547,-0.041365428121353
33,1669820622.308941364,71.428544258069579,63.546751290121612,38.381941373860542,0.897284060733253,-0.438800670511210,-0.022413483309614,-0.042812634570732
34,1669820622.410636187,71.428231351234629,63.546236777545076,38.381711512543369,0.897515902838191,-0.438301064147969,-0.022637932033254,-0.042952361431748
35,1669820622.508514166,71.428138265910945,63.545053766034052,38.381915880373491,0.897799013413180,-0.437819593883816,-0.023895139739595,-0.041230535074834
36,1669820622.608633280,71.428392409825577,63.543682201198905,38.382337540971719,0.897728343063155,-0.437826045002392,-0.023673583514849,-0.042798806317599
37,1669820622.709471941,71.428877312115517,63.542890668880190,38.383377100532414,0.897546839080767,-0.438115486462603,-0.024260330813110,-0.043311990563806
38,1669820622.810721397,71.429253171505735,63.543022120478447,38.384687300508823,0.897761136683438,-0.437711591324961,-0.024534474907404,-0.042796773495786
39,1669820622.909952641,71.429897082918671,63.543158248750487,38.385593673512581,0.897587713133392,-0.438038217237379,-0.024530137029795,-0.043093965340487
40,1669820623.011287689,71.431119518349803,63.542547817887311,38.385667546903512,0.897252859653872,-0.438643839208473,-0.025487893591146,-0.043350380017796
41,1669820623.110666990,71.432302951059484,63.541656902888100,38.384752364930847,0.896998644244612,-0.439223516068355,-0.025259905529839,-0.042872745754194
42,1669820623.210377455,71.433355874122725,63.541016299384964,38.383613656894781,0.896742603184881,-0.439584364822333,-0.026451903004905,-0.043801674218772
43,1669820623.309910774,71.434358003641520,63.540588492061836,38.382747046219102,0.896391606339505,-0.440334825070419,-0.025748673883777,-0.043867250968267
44,1669820623.410566807,71.434916318745934,63.540824480099985,38.382157267107253,0.896508091583075,-0.440030625627833,-0.026137962667464,-0.044306852102638
45,1669820623.510274410,71.435346984330948,63.542319577807895,38.382075748881988,0.896413831056672,-0.440154955168851,-0.026055058653080,-0.045022137323679
46,1669820623.610274553,71.436296433965296,63.544814469150658,38.382282397133451,0.896436637720103,-0.440165595355927,-0.025618847733472,-0.044713285037536
47,1669820623.713587523,71.437717794065520,63.547485752960426,38.382519445390919,0.896663524893570,-0.439787918493529,-0.026755060065215,-0.043188848485161
48,1669820623.813896179,71.438647448463641,63.549499630544055,38.382636968243489,0.896568457452254,-0.440044998755097,-0.025902451300353,-0.043063478597828
49,1669820623.913807392,71.438842966897610,63.550632942083425,38.382676200106204,0.896591592994409,-0.440076181544471,-0.025430259628382,-0.042541411638766
50,1669820624.013839960,71.438655557553432,63.550720367807962,38.382654596862238,0.896764805172012,-0.439748721628616,-0.026101401427503,-0.041864816664130
51,1669820624.114988089,71.438613573819282,63.549750896650011,38.382618440877714,0.896849832288080,-0.439553599512299,-0.026942231423838,-0.041558725275538
52,1669820624.215968609,71.438703045189186,63.548234515629638,38.382432680333878,0.896480151233690,-0.440341944804292,-0.027474063699567,-0.040834861501247
53,1669820624.315502405,71.440269968107827,63.547061998183857,38.382153544396758,0.895685011246653,-0.441885038896077,-0.028699945721610,-0.040771143514412
54,1669820624.415432453,71.445090818842402,63.547099368976099,38.382068653984433,0.893734697774556,-0.445777584280876,-0.029918478445784,-0.040317737957598
55,1669820624.517529488,71.452757904301805,63.548367895585940,38.381859325474821,0.891355010262176,-0.450501390237383,-0.031972582304767,-0.038890835108878
56,1669820624.617085934,71.461785979192626,63.550111541640973,38.381448840268106,0.888895094213538,-0.455410211751477,-0.033446657444913,-0.036720180028751
57,1669820624.717259645,71.471724359891709,63.552269471802816,38.380455567168980,0.886662354452675,-0.459716481955501,-0.033318456780963,-0.037155159165749
58,1669820624.817039251,71.482135296258335,63.553837505911794,38.378867880756580,0.884622240246559,-0.463632185387751,-0.031594847162923,-0.038606403179897
59,1669820624.917528152,71.494409232626126,63.553074365423896,38.377015673408884,0.882752645596052,-0.466919505021632,-0.032419283808539,-0.041023561045661
60,1669820625.009612560,71.508311845984039,63.549746376655456,38.374389953371576,0.880806702292633,-0.470184247921135,-0.035040568806622,-0.043341489832751
61,1669820625.110578537,71.526497270408612,63.542554627110377,38.373517083639541,0.878598637666105,-0.474042190636352,-0.039701259333351,-0.042098045029412
62,1669820625.209654331,71.548751916245479,63.531733538525025,38.371824362778455,0.879419702332662,-0.472384266033629,-0.044761931770763,-0.038346601116025
