num,t,x,y,z,qx,qy,qz,qw
11,1670411505.425982952,69.125536959169182,63.567368550279582,38.383523176445017,0.305395593145653,0.952159100742401,0.002354607087536,-0.011001562893546
12,1670411505.524358749,69.125500445272337,63.568396384548215,38.381550982937419,0.305222712980719,0.952213834618623,0.001299159430962,-0.011234804242178
13,1670411505.624948025,69.124752902477553,63.569124348832688,38.379577325331397,0.304023011608008,0.952603210955187,0.003524334565342,-0.010232788307049
14,1670411505.725332260,69.123343901441302,63.569771856896516,38.378450953193308,0.303289288666685,0.952851049695438,0.003776608694009,-0.008730504059385
15,1670411505.826706171,69.121449282829261,63.570565961072489,38.378420221639878,0.302990709787825,0.952955986659141,0.002014569247052,-0.008213329624602
16,1670411505.925457478,69.119879594651565,63.571613840353287,38.378514106787968,0.302141707512625,0.953228118243332,0.002568111830064,-0.007742607652503
17,1670411506.027017593,69.118736290724783,63.572733643998426,38.378167413709981,0.301813981496981,0.953327719147792,0.003325846369725,-0.007969894813239
18,1670411506.125492334,69.117960834607629,63.573448406142155,38.377341688918698,0.301844891642389,0.953316626230576,0.003012541527867,-0.008245976915387
19,1670411506.225109816,69.117358977129129,63.573371785838255,38.375973926072028,0.301162698624146,0.953530652923932,0.002644713737747,-0.008563199234369
20,1670411506.325252056,69.116770910771976,63.572750215458562,38.374809931552690,0.301014281417367,0.953579366101821,0.004009359025437,-0.007792301831940
21,1670411506.425228834,69.117708295344670,63.571834185822127,38.374013912930380,0.301071348695497,0.953561941067558,0.004323734261982,-0.007548037107569
22,1670411506.525784254,69.120282109303545,63.571227398180355,38.374000295042656,0.300782724642238,0.953639420971522,0.002974903479402,-0.009631057843292
23,1670411506.625648022,69.123024321692640,63.571592453310849,38.374589817120430,0.300687540986288,0.953668183673448,0.003445252403640,-0.009598353008794
24,1670411506.725511551,69.124146280060188,63.572796581345017,38.375302621407521,0.301309488970291,0.953452383621698,0.002838042383402,-0.011536443905939
25,1670411506.825501919,69.123161720041708,63.574455763084700,38.375626742422440,0.301349816236391,0.953442336417014,0.003629274038184,-0.011082768242391
26,1670411506.925365448,69.121275737341634,63.575907969441523,38.375804713971505,0.301915781437724,0.953273672355175,0.003552603747008,-0.010175731911900
27,1670411507.027397394,69.119531503313866,63.577349546289170,38.376185132568615,0.302303830269693,0.953160059459510,0.002706755521705,-0.009537752878046
28,1670411507.125069618,69.118474758913223,63.578101356779754,38.376957860340752,0.302110129130039,0.953221536849683,0.002663758061302,-0.009543372357319
29,1670411507.224877596,69.117691712337987,63.577786053562960,38.377745637442196,0.301484549819389,0.953417486073227,0.003402930689751,-0.009517538165400
30,1670411507.324736118,69.116393175979908,63.576790856573737,38.378130447788216,0.301050539490566,0.953569079651617,0.003242917150565,-0.008004154743768
31,1670411507.425112247,69.114650899593670,63.575675359432481,38.378177411072166,0.301048426530845,0.953571639050426,0.002446274807865,-0.008061626483025
32,1670411507.525140524,69.113316371914195,63.575216627231242,38.378591382721197,0.301355902666945,0.953479318401715,0.003237502381436,-0.007164348283063
33,1670411507.625439882,69.112849403182835,63.575313951587859,38.379485981419052,0.301700209661969,0.953361314704547,0.000908043896034,-0.008852263610254
34,1670411507.724564075,69.112594221884336,63.575928330214317,38.380602272926794,0.301460389895154,0.953435918250356,0.003294408607840,-0.008410112144762
