num,t,x,y,z,qx,qy,qz,qw
13,1666253053.949046373,45.690090862136245,447.141417866168638,14.609562334189976,-0.197423661689090,0.979502111007773,0.001873158034956,0.039950013962013
14,1666253054.048651457,45.690476928203772,447.138314190877963,14.610183230044845,-0.196999105552892,0.979666375148436,0.004679735063347,0.037725931328738
15,1666253054.148748159,45.691551605192267,447.136535645509127,14.610510814117289,-0.197450204480319,0.979587817706171,0.002725174953346,0.037599169855401
16,1666253054.249607563,45.691863654238624,447.135197550439102,14.610876191455713,-0.196246729780208,0.979824504432831,0.000842737528185,0.037821308240054
17,1666253054.350741148,45.691784247070203,447.134460538416761,14.611351171288538,-0.196039559689611,0.979879761207732,0.002807743494421,0.037366578498045
18,1666253054.454259634,45.691796495691158,447.134506839997869,14.611870580968708,-0.195610669206636,0.979978648236955,0.004144659805361,0.036893588701837
19,1666253054.542747498,45.691955508315004,447.134615908662170,14.612055118517784,-0.195968041620492,0.979894450848429,0.003955136299120,0.037252500006586
20,1666253054.643531322,45.692407144226003,447.133914810877400,14.612374168812394,-0.195111922614467,0.980062395467617,0.003960556593486,0.037327639028360
21,1666253054.747597456,45.692717729315262,447.132901194050191,14.612311988520633,-0.195448023010731,0.979993312748705,0.004394238684397,0.037334540781965
22,1666253054.848574400,45.693544624694859,447.132443854522080,14.611790169405531,-0.196722729050164,0.979727978387148,0.003415929637540,0.037703947607632
23,1666253054.950508118,45.694683578140335,447.132755248467959,14.611711009013421,-0.196768448641135,0.979727764222367,0.005203060067835,0.037264108699041
24,1666253055.051167488,45.696072814053792,447.133505679520226,14.612406045079183,-0.197395092566437,0.979650002724437,0.005262001810793,0.035963327566321
25,1666253055.150804520,45.697384658032703,447.134197938595889,14.612806328635697,-0.197352575949588,0.979690130059628,0.007257131733442,0.034735340344006
26,1666253055.250179291,45.697034950369179,447.134739593009328,14.612588616775566,-0.197550789908054,0.979634195901400,0.003563348844753,0.035746750514313
27,1666253055.350443363,45.695015878112962,447.135234581784630,14.611697977483310,-0.196262774787719,0.979875793172616,0.004840289395488,0.036068334942583
28,1666253055.450788260,45.692223689555007,447.135670988059928,14.610913026611053,-0.195838209821517,0.979911380478258,0.004284408351049,0.037452981565962
29,1666253055.550613880,45.689961324001345,447.135839605998513,14.610850185655606,-0.195425040878583,0.979958822592513,0.005683409186884,0.038176671943922
30,1666253055.650479555,45.689489392402827,447.136172671101349,14.611176647849515,-0.195388573699465,0.979938089956295,0.002924885605304,0.039192986167069
31,1666253055.751233339,45.690063382643856,447.137231149838442,14.611500061591270,-0.195393694955124,0.979964691927499,0.004718756998163,0.038317618396986
32,1666253055.851770878,45.690354016786920,447.138543730129243,14.611758997142418,-0.194878036768971,0.980081457623015,0.004235280347115,0.038012492801691
33,1666253055.942348003,45.690893137184887,447.139645704237751,14.611679991814228,-0.195669872075363,0.979916120394962,0.003745143609969,0.038257967162912
34,1666253056.041978836,45.691917223030686,447.140358628796378,14.611381775492802,-0.195314553855514,0.979991997391785,0.003287147715744,0.038172041603473
35,1666253056.141996145,45.692996081526111,447.140113007506841,14.610504365044392,-0.195884016373702,0.979910119634928,0.003913242089334,0.037286674599908
36,1666253056.245915651,45.693650717896666,447.138854167347461,14.609317272569763,-0.195410550319040,0.980006323280799,0.004556163781783,0.037169403079056
37,1666253056.344219208,45.693309180142130,447.136886434582323,14.608767609356452,-0.195450978898278,0.979982424675165,0.004090454520156,0.037638150290729
38,1666253056.446494341,45.692240725732589,447.134905700909655,14.608653417007579,-0.195142950167949,0.980044895494526,0.004444867676742,0.037569601624313
39,1666253056.545107365,45.690637063379690,447.134223806315561,14.608606867358441,-0.195202556430859,0.980028244893378,0.004335920773188,0.037706776116645
40,1666253056.644912720,45.688983368204163,447.134781926647577,14.608482671681566,-0.195883154863858,0.979889080583267,0.004098920760089,0.037820341654530
41,1666253056.743981600,45.687541934932078,447.135756501485275,14.608038783453003,-0.195298841069421,0.980021314981225,0.004741015462840,0.037337750759694
42,1666253056.845141411,45.686369118272488,447.136737858976801,14.607370892994627,-0.194831095107996,0.980114892534234,0.003323477735467,0.037477944278850
43,1666253056.944098473,45.686188117103832,447.137919644020030,14.606746569089093,-0.194281783310227,0.980231198999787,0.002937780561727,0.037319627900189
44,1666253057.044131756,45.686960343020701,447.138966318641906,14.606585360861741,-0.193877983354861,0.980338657094717,0.003802905582904,0.036510038141681
45,1666253057.143933773,45.686952030455750,447.138927151058908,14.606837706263690,-0.194378228656177,0.980226041651137,0.003047022137778,0.036942213652156
46,1666253057.243825674,45.686667992023544,447.138460711029666,14.606845124870718,-0.194191118546784,0.980254058999691,0.004405677807001,0.037045638005574
47,1666253057.343954563,45.686489077614276,447.138532652612184,14.606488540338455,-0.194270471099871,0.980214221063305,0.002975712106697,0.037818117633626
48,1666253057.444738865,45.686299829668613,447.139665858923649,14.606253955468011,-0.194089494019088,0.980251043552492,0.003131687828859,0.037780318381500
49,1666253057.543758631,45.686585523606546,447.140868941620852,14.606640856213737,-0.194603076510349,0.980163010344794,0.004092094583280,0.037327878676142
50,1666253057.644644976,45.687575323802847,447.141547344273988,14.607598265092907,-0.194654189592429,0.980182210861324,0.003540913465146,0.036606582972934
51,1666253057.744375706,45.688863110740535,447.141439586448314,14.608606125904586,-0.195551735120845,0.980035143459538,0.004613279619569,0.035627996387983
52,1666253057.846243382,45.689919195587791,447.139928698024619,14.609628196173288,-0.195769501496555,0.980016149948496,0.004093407679538,0.035012742501656
53,1666253057.945286989,45.690420228531401,447.137237624800548,14.610414399384906,-0.196171912877488,0.979932663778736,0.004195189053109,0.035084974651645
54,1666253058.046713114,45.691027335157315,447.134621359736684,14.610845653855227,-0.195980614223022,0.979991061829554,0.004341427686679,0.034500283891458
55,1666253058.144173384,45.691781065137967,447.133361002451238,14.610791756589064,-0.195661095928996,0.980051225058263,0.003054964752825,0.034741891025411
56,1666253058.245128393,45.691625582254083,447.133218200738327,14.610675330173702,-0.195389215873953,0.980100864093632,0.002147467770182,0.034939074189996
57,1666253058.346987247,45.690781714199744,447.134526228058917,14.610865120749443,-0.194742018148575,0.980240116826359,0.002269825748097,0.034636795792051
58,1666253058.446481228,45.689734990628601,447.137476006675001,14.611415713475484,-0.194519364037856,0.980285730896835,0.004217415242364,0.034413895784109
59,1666253058.546390057,45.688536879291625,447.141041275441012,14.612020436283697,-0.193063304203055,0.980559681725413,0.003328333081579,0.034902626601063
60,1666253058.647041082,45.687042406193420,447.143860137202296,14.612389371998177,-0.193168086385823,0.980526377841124,0.001136746449828,0.035395205428319
61,1666253058.746911049,45.685404113509676,447.145483223346332,14.612597950103483,-0.193233078669527,0.980512137193619,0.002246515830590,0.035381906259014
62,1666253058.848446369,45.684022092603783,447.146228907317322,14.612700363771483,-0.191602502227864,0.980830574689498,0.002833197700975,0.035381321132459
63,1666253058.947003365,45.683034106364900,447.146143085176504,14.612364943246900,-0.191121736420393,0.980888736674602,0.002484493313626,0.036381251016597
64,1666253059.049226522,45.682112506450970,447.145021599158952,14.612054477696736,-0.189962795293995,0.981120665272247,0.001160436063723,0.036263341930618
65,1666253059.148586750,45.680428532162495,447.143931973714245,14.611215373837531,-0.189979321618874,0.981129188161153,0.003752592197597,0.035767185341695
