num,t,x,y,z,qx,qy,qz,qw
12,1669817725.008244038,68.832271804857967,64.086170586137627,38.449838348977053,0.358900272648289,0.933064318725029,-0.020112281880829,0.013306672488920
13,1669817725.108291626,68.832339082978862,64.085912690919031,38.449498472697243,0.359020695974264,0.933011430991146,-0.020552944876938,0.013091446019998
14,1669817725.208305359,68.831932953339603,64.085439108071512,38.448945493636749,0.358765887104763,0.933085703509905,-0.021691119272463,0.012946177044431
15,1669817725.308037281,68.831023778846770,64.085453646207782,38.448097302981445,0.358145821830809,0.933343894135960,-0.020418175835556,0.013558896703112
16,1669817725.409026623,68.829909200680078,64.086314172059232,38.447214318389591,0.357963162944870,0.933407274234488,-0.019846037145891,0.014811117116916
17,1669817725.509014368,68.828592213100890,64.087824429792406,38.446554310825007,0.358044803345078,0.933339996180252,-0.021413842208063,0.014893545236764
18,1669817725.609347343,68.827665372522546,64.089653274598007,38.446278295874102,0.358074163712261,0.933338957200675,-0.020718258062595,0.015232794759139
19,1669817725.709332228,68.827323520466777,64.091256146704225,38.446415292091544,0.358322662326289,0.933233112740657,-0.021388362155444,0.014945397689310
20,1669817725.808809042,68.827616150981726,64.092400219327288,38.446780824012457,0.358214133322067,0.933247062802924,-0.023012985250944,0.014246296637199
21,1669817725.909103155,68.828519847023216,64.092725564160148,38.447119573573254,0.358230580936934,0.933265953214537,-0.021850404856220,0.014424675378259
22,1669817726.009083271,68.828878469891038,64.092484205207825,38.447644130172854,0.358121879088484,0.933290514848462,-0.022437556970114,0.014631836837477
23,1669817726.108736277,68.828424387305716,64.092318600487033,38.448729403072655,0.357817398825782,0.933428116611619,-0.021751648176943,0.014336178640886
24,1669817726.208724737,68.827366978461455,64.093004780563490,38.450751666556471,0.356748870325332,0.933813374841227,-0.021902580668579,0.015591710916171
25,1669817726.309068680,68.825431070039201,64.094498235174157,38.452386762175280,0.355849895476939,0.934153138314310,-0.021336266689323,0.016538736056308
26,1669817726.408523083,68.822841387051682,64.096369813099770,38.452730921493043,0.355339594320635,0.934321297083690,-0.022128049213884,0.016965729040784
27,1669817726.508594036,68.820373624217240,64.098445060937195,38.451898394782617,0.355499623082200,0.934224790592003,-0.023338085867401,0.017302958700402
28,1669817726.609006405,68.818554470295467,64.100265425930971,38.450259559338434,0.355713740438380,0.934173330022131,-0.022140035076115,0.017255236466895
29,1669817726.709148407,68.817585872368127,64.101503904062952,38.448392745339511,0.355868554476269,0.934088450912875,-0.023514748252534,0.016834322700243
30,1669817726.809768915,68.817203067304703,64.102547855885916,38.446531316429216,0.355829784116779,0.934106495170136,-0.023570249375219,0.016572982856486
31,1669817726.908986330,68.816941279589116,64.103386061492344,38.444697643313816,0.355444984917034,0.934262929414640,-0.022078020270201,0.018005622451179
32,1669817727.009020805,68.816551164657426,64.103892106981235,38.443224072114155,0.355832351070589,0.934084265397750,-0.023980949876599,0.017170821498665
33,1669817727.108617544,68.816003090179592,64.103091466837867,38.442012494526999,0.356038923840043,0.933976071885338,-0.025096295409067,0.017180157542894
34,1669817727.209568024,68.815009210575710,64.100526859685729,38.440553260897211,0.355953736423434,0.934022166640699,-0.024201437122394,0.017714970821902
35,1669817727.309134483,68.813882712118073,64.097715085364101,38.439534530546048,0.355902846907012,0.934058562420629,-0.023371668986162,0.017931274940526
36,1669817727.408785105,68.813107965653614,64.095648766704059,38.438889909812453,0.356012037654740,0.933991670478137,-0.024062916327924,0.018329336599436
37,1669817727.509857178,68.812989805401344,64.094890278493935,38.438209884808614,0.356019675099572,0.933970647360795,-0.024644026086567,0.018479523497581
38,1669817727.608630896,68.813396957724251,64.095811124914050,38.437565941890838,0.356225530598666,0.933868075063982,-0.025583054940778,0.018420016989394
39,1669817727.709274530,68.814277291299518,64.098163260821366,38.437177412584226,0.355576691207628,0.934108542893836,-0.025434509919201,0.018961341401902
40,1669817727.809286833,68.815390415927624,64.100544586183105,38.437186034013024,0.355420107269510,0.934168159281418,-0.024780467556926,0.019807219919952
